"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","exper","kidlt6","lwage"
55,0,325,18,0,0,0,1,640,50,0,13,0,0,31,0,2.772589
39,0,475,14,0,1,40,0,575,28,0,13,0,0,9,0,2.665491
50,0,1000,18,0,0,50,1,900,46,0,16,0,0,24,0,2.890372
50,0,560,12,0,1,40,0,225,38,0,14,0,0,18,0,1.832582
60,0,1000,18,0,0,50,0,800,53,0,18,0,0,29,0,2.772589
31,0,1000,12,0,0,55,0,1000,32,0,18,0,0,8,1,3.218876
41,0,550,13,0,0,50,1,462,41,0,16,0,0,19,0,2.328902
44,0,330,13,0,0,50,1,200,45,0,13,0,0,26,0,1.609438
30,0,368,7,0,0,40,0,300,32,0,12,0,0,14,1,2.014903
41,0,757,16,0,0,40,1,810,43,0,18,0,1,19,0,2.890372
53,0,1500,12,0,0,50,0,800,34,0,16,0,1,12,0,2.995732
41,1,480,16,0,0,40,0,560,38,0,14,0,1,18,1,2.639057
59,0,93,16,0,0,40,0,465,52,0,13,0,0,33,0,2.335375
51,0,600,12,0,0,40,1,460,46,0,16,0,0,24,0,2.442347
34,1,520,13,0,0,0,0,360,30,0,13,0,0,11,1,2.197225
32,0,933,11,0,0,99,0,180,33,0,11,0,1,16,1,1.727221
46,0,835,12,0,0,49,0,400,39,0,16,0,0,17,0,2.772589
46,0,1000,18,0,0,43,1,325,43,0,17,0,0,20,0,2.094946
48,0,600,12,0,0,55,0,500,48,0,12,0,0,30,0,2.525729
26,0,480,12,1,0,40,0,390,28,1,16,0,0,6,1,2.277267
28,1,600,14,0,0,60,0,300,23,0,12,0,0,5,0,2.014903
49,1,680,12,0,0,40,0,320,43,0,12,0,0,25,0,2.079442
34,0,575,16,0,0,40,0,550,32,0,16,0,0,10,1,2.503256
30,0,600,16,0,0,32,0,600,29,0,16,0,1,7,1,2.70805
30,1,520,12,0,0,40,0,255,31,0,12,0,0,13,1,1.957745
37,1,720,12,0,0,51,0,400,35,0,12,0,1,17,1,2.302585
62,0,250,14,0,0,40,0,350,58,0,13,0,0,39,0,2.169054
61,0,450,14,0,0,40,0,500,56,0,18,0,1,32,0,2.525729
46,0,400,16,0,0,60,0,350,45,0,12,0,0,27,0,2.169054
30,0,320,16,0,0,40,0,260,33,0,12,0,0,15,1,1.871802
32,0,423,16,0,0,50,0,325,24,0,16,0,0,2,0,2.094946
50,0,260,12,0,0,40,0,149,42,0,12,0,0,24,0,1.602749
46,1,700,18,0,0,40,1,700,44,0,16,0,0,22,0,2.862201
36,0,240,15,0,0,24,0,244,33,0,12,0,0,15,1,1.808289
55,0,246,8,0,0,36,0,291,54,0,12,0,0,36,0,1.984444
34,0,214,13,0,0,40,1,614,44,0,14,0,0,24,0,2.548794
55,1,850,12,0,0,65,0,96,55,0,12,0,0,37,0,1.519826
44,0,700,12,0,0,60,0,128,53,0,12,0,0,35,0,2.367124
45,1,650,12,0,0,50,1,100,45,0,12,0,1,27,0,1.609438
53,0,376,13,0,0,40,0,156,53,0,12,0,0,35,0,2.054124
28,0,500,12,0,0,40,0,289,28,0,12,0,0,10,1,1.977547
52,0,625,12,0,0,40,1,75,51,0,12,0,0,33,0,2.014903
35,0,735,16,0,0,10,0,463,34,0,16,0,1,12,0,2.448848
32,0,445,11,0,0,55,0,352,27,0,12,0,0,9,1,2.174752
44,1,362,12,0,0,42,0,290,41,0,12,0,0,23,0,1.981001
24,0,280,12,0,0,48,0,260,20,0,10,0,0,4,1,1.689481
34,0,570,14,0,0,55,0,158,28,0,12,0,0,10,0,1.843719
67,0,195,16,0,0,32,0,315,58,0,12,0,0,40,0,1.94591
48,0,400,17,0,0,72,1,175,42,0,16,0,0,20,0,1.763589
42,0,480,12,0,0,45,0,460,40,0,14,0,0,20,0,2.324564
55,0,500,12,0,0,40,0,413,52,0,14,0,1,32,0,2.4681
46,1,983,18,0,0,32,1,664,40,0,14,0,0,20,0,2.809403
39,1,640,14,0,0,40,1,600,37,0,13,0,1,18,0,2.70805
28,1,798,12,0,0,40,0,400,31,0,12,0,0,13,0,2.302585
37,0,115,12,1,0,3,1,220,31,1,12,0,0,13,0,1.810109
44,0,405,14,0,0,70,1,500,37,0,13,0,0,18,0,2.525729
35,0,590,16,0,0,40,0,680,27,0,16,0,0,5,0,2.833213
44,1,444,12,0,0,40,1,400,36,0,16,0,0,14,0,2.302585
37,1,1000,14,0,0,40,1,310,38,0,16,0,0,16,0,2.181224
39,1,1000,18,0,0,80,1,47,36,0,14,0,0,16,0,2.058388
22,0,276,12,0,0,32,1,131,23,0,12,0,0,5,0,1.186318
59,1,469,12,0,0,0,0,463,56,0,12,0,0,38,0,2.448848
57,1,640,7,0,0,46,0,1,54,0,12,0,0,36,0,-3.401197
27,0,320,12,0,0,32,0,200,25,0,13,0,0,6,0,1.609438
57,0,1462,18,0,0,50,0,794,29,0,13,0,0,10,0,3.211348
46,0,200,16,0,0,40,0,260,48,0,16,0,0,26,0,1.871802
48,0,1327,16,0,0,47,1,654,45,0,16,0,0,23,0,2.676445
48,0,1327,16,0,0,47,1,654,45,0,16,0,0,23,0,2.676445
32,0,600,18,0,0,55,0,450,29,0,18,0,0,5,1,2.120264
52,0,578,18,0,0,10,1,354,42,0,16,0,0,20,0,2.180418
45,0,400,16,0,0,40,0,300,45,0,16,0,0,23,0,2.014903
47,0,800,12,0,0,41,0,330,44,0,13,0,0,25,0,2.243745
42,0,640,14,0,0,40,1,250,44,0,16,0,0,22,0,1.832582
28,0,200,14,0,0,48,0,850,27,0,16,0,0,5,0,2.833213
26,0,524,12,0,0,40,1,260,28,0,12,0,0,10,0,1.871802
48,1,600,12,0,0,16,0,280,47,0,14,0,0,27,0,1.94591
31,1,600,13,0,0,40,0,480,34,0,16,0,0,12,1,2.484907
57,0,84,14,1,0,12,0,500,50,1,13,0,0,31,0,2.525729
52,0,1000,16,0,0,40,0,750,49,0,16,0,0,27,0,2.931194
50,0,580,14,0,0,40,1,235,42,0,12,0,0,24,0,2.058388
36,0,550,8,0,1,40,0,338,26,0,10,1,0,10,1,2.134166
43,0,1300,18,0,0,44,0,600,38,0,13,0,0,19,1,2.590267
37,0,769,16,0,0,38,0,420,37,0,16,0,0,15,1,2.456736
27,0,340,12,0,0,68,0,520,30,0,16,0,0,8,1,2.382628
50,0,550,8,0,0,45,0,80,51,0,11,0,0,34,0,1.609438
32,0,300,12,0,0,45,0,101,23,0,12,0,0,5,1,1.396245
47,1,700,12,0,0,0,0,420,44,0,12,0,0,26,0,2.351375
27,1,500,18,0,0,50,0,690,30,0,16,0,1,8,1,2.953173
33,0,700,12,0,0,40,0,195,32,0,12,0,0,14,0,1.689481
64,0,180,11,0,0,15,0,900,58,0,12,0,0,40,0,3.113515
36,0,575,12,0,0,50,1,166,33,0,12,0,1,15,0,1.71079
38,0,500,16,0,0,50,0,450,21,0,12,0,0,3,0,2.420368
54,0,1173,18,0,0,48,0,200,53,0,13,0,0,34,0,2.302585
37,1,848,14,0,1,38,1,404,35,0,12,1,0,17,0,2.312536
58,0,1175,13,0,0,50,0,360,57,0,12,0,1,39,0,2.197225
57,0,850,18,0,0,40,0,440,51,0,16,0,1,29,0,2.397895
48,1,720,12,0,0,40,1,265,46,0,12,0,0,28,0,2.360854
32,0,1000,14,0,0,60,1,100,31,0,14,0,0,11,0,1.609438
32,0,617,12,0,0,55,0,370,33,0,13,0,0,14,1,2.358155
60,0,700,18,0,0,35,0,700,59,0,18,0,1,35,0,2.995732
41,0,430,12,0,0,32,1,260,40,0,12,0,1,22,0,2.564949
41,0,425,16,0,0,50,1,250,34,0,16,0,0,12,0,1.966113
53,0,420,13,0,0,40,0,527,50,0,12,0,1,32,0,2.578321
27,0,220,17,0,0,45,0,220,25,0,16,0,0,3,0,1.704748
39,0,550,15,0,0,40,0,711,38,0,15,0,0,17,0,2.877793
33,0,210,0,0,1,40,0,200,23,0,11,1,0,6,1,1.609438
52,1,900,18,1,0,36,1,500,42,1,18,0,1,18,0,2.65926
41,0,760,15,0,0,40,1,300,40,0,16,0,0,18,0,1.89712
42,1,865,17,0,0,40,1,108,42,0,16,0,0,20,0,1.504077
31,0,500,12,0,0,50,0,443,27,0,14,0,0,7,0,2.40469
46,0,538,9,0,0,40,1,204,45,0,12,0,0,27,0,1.762772
35,0,480,12,0,0,40,0,190,43,0,11,0,0,26,0,1.558145
34,0,800,16,0,0,40,0,400,34,0,12,0,0,16,1,2.302585
39,0,1300,14,0,0,40,0,1000,42,0,17,0,0,19,0,3.442019
39,0,750,12,0,0,56,1,12,37,0,16,0,0,15,0,0.287682
40,0,540,13,0,0,40,1,105,35,0,12,0,0,17,0,1.188224
47,1,560,12,0,0,0,0,400,47,0,12,0,0,29,0,2.302585
36,1,680,12,0,0,40,1,280,33,0,13,0,0,14,0,1.94591
45,0,1153,18,0,0,40,0,1093,44,0,18,0,1,20,0,3.084659
51,0,500,16,0,0,32,0,226,42,0,12,0,1,24,0,2.019338
45,1,610,14,0,0,45,0,150,44,0,8,0,0,30,0,1.832582
54,1,862,12,0,0,39,0,180,53,0,12,0,0,35,0,1.860752
31,0,640,12,0,0,48,0,400,30,0,13,0,1,11,1,2.120264
50,1,516,12,1,0,40,0,350,47,1,12,0,1,29,0,2.302585
51,0,544,16,0,0,40,1,60,46,0,16,0,0,24,0,1.791759
49,1,577,18,0,0,40,0,865,50,0,18,0,1,26,0,2.755396
38,0,500,13,0,0,40,1,438,32,0,16,0,0,10,0,2.393339
44,0,400,12,0,0,40,1,288,44,0,12,0,0,26,0,1.974081
53,0,655,12,0,0,40,0,560,49,0,13,0,0,30,0,2.639057
54,1,975,15,0,0,38,0,289,54,0,14,0,0,34,0,2.111079
36,0,140,12,0,0,7,1,104,35,0,12,0,0,17,0,1.466337
27,0,290,12,1,0,42,0,325,26,1,12,0,0,8,1,2.094946
36,0,700,16,0,0,40,0,450,33,0,16,0,0,11,0,2.420368
30,0,810,16,0,0,45,0,340,19,0,12,0,0,1,1,1.734601
44,0,500,14,0,0,52,0,80,32,0,16,0,0,10,1,2.079442
49,0,1153,16,0,0,50,0,423,47,0,14,0,0,27,0,2.358493
41,1,700,12,0,0,35,1,700,47,0,14,0,1,27,0,2.995732
31,1,550,12,1,0,0,1,404,37,0,10,0,1,21,0,2.312536
47,0,1000,13,0,0,60,1,500,49,0,17,0,0,26,0,2.525729
41,0,373,18,0,0,40,0,850,40,0,18,0,0,16,1,3.056357
39,0,722,14,0,0,44,1,302,37,0,12,0,0,19,0,2.021548
27,0,280,13,0,0,40,0,20,27,0,13,0,0,8,1,0
26,0,500,12,0,0,50,0,234,22,0,12,0,0,4,0,1.766442
34,0,680,16,0,0,40,1,210,35,0,15,1,0,14,0,2.051271
27,0,300,12,0,0,60,0,275,26,0,12,0,0,8,1,1.927892
42,1,800,8,1,0,40,1,400,36,1,12,0,1,18,0,2.302585
37,1,650,12,1,0,40,1,110,31,1,10,0,0,15,0,1.704748
38,0,1280,16,0,0,40,1,176,37,0,13,0,0,18,0,1.99243
37,0,813,12,0,0,50,1,438,34,0,13,0,0,15,0,2.393339
26,0,500,16,0,0,48,0,577,35,0,16,0,1,13,1,2.892106
26,0,350,12,0,0,50,0,380,26,0,16,0,0,4,0,2.251292
29,0,350,12,0,0,40,0,360,25,0,9,0,0,10,1,2.197225
49,1,1250,15,0,0,40,0,594,52,0,18,0,1,28,0,2.698
55,1,1610,12,0,0,70,1,350,54,0,12,0,0,36,0,2.169054
51,1,500,12,0,0,40,0,240,43,0,12,0,0,25,0,1.791759
54,0,520,14,0,0,40,0,500,51,0,12,0,0,33,0,2.525729
36,0,576,16,0,0,40,0,760,34,0,16,0,0,12,1,2.944439
68,0,105,7,0,1,12,0,251,57,0,12,1,0,39,0,1.836573
23,1,428,13,0,1,60,0,240,21,0,13,1,0,2,1,1.791759
38,1,558,13,0,0,35,1,223,38,0,13,0,0,19,0,2.188296
60,0,480,12,0,0,40,0,260,55,0,12,0,0,37,0,1.871802
47,0,1700,16,0,0,40,1,167,48,0,14,0,1,28,0,1.899118
46,1,827,12,0,0,50,1,400,42,0,12,0,0,24,0,2.590267
48,0,500,12,0,0,0,0,475,45,0,13,0,0,26,0,2.356652
26,0,180,12,0,1,32,0,277,22,0,12,1,0,4,1,1.935138
27,0,1000,16,0,0,50,0,1000,26,0,16,0,0,4,0,3.218876
40,0,750,18,0,0,50,1,400,40,0,18,0,1,16,0,2.302585
40,1,800,12,0,0,0,0,108,27,0,12,0,0,9,1,1.791759
31,1,730,14,0,0,40,0,450,37,0,16,0,1,15,1,2.420368
57,0,600,14,0,0,40,0,700,58,0,12,0,0,40,0,3.332205
40,1,500,16,0,0,40,0,280,38,0,13,0,0,19,1,1.94591
39,0,1923,18,0,0,50,0,1712,33,0,18,0,0,9,1,3.756538
36,1,900,15,0,0,45,0,252,27,0,12,0,0,9,1,2.128232
61,0,240,4,0,0,30,0,360,57,0,14,0,0,37,0,2.330756
26,0,400,14,0,0,40,0,193,31,0,12,0,0,13,1,1.930486
31,0,573,12,0,0,45,0,65,24,0,15,0,0,3,0,2.382628
44,0,1200,18,0,0,50,0,349,44,0,16,0,0,22,0,2.048409
25,0,400,15,1,0,40,0,240,26,1,12,0,0,8,0,1.791759
43,0,800,18,0,0,40,1,350,44,0,17,0,0,21,0,2.679879
35,1,812,16,0,0,44,0,400,33,0,16,0,0,11,1,2.302585
48,0,560,12,0,0,40,0,497,45,0,14,0,0,25,0,2.519711
28,0,1000,16,0,0,20,0,500,29,0,14,0,0,9,1,2.525729
37,0,1000,16,0,0,40,0,336,35,0,14,0,0,15,1,3.044523
37,0,1000,16,0,0,40,0,336,35,0,14,0,0,15,1,3.044523
49,0,786,14,0,0,60,0,180,45,0,12,0,0,27,0,1.609438
37,0,400,12,0,0,40,1,440,42,0,12,0,0,24,0,2.397895
57,0,72,6,0,0,10,0,386,57,0,12,0,0,39,0,2.400489
35,0,425,16,0,0,48,0,222,36,0,12,0,0,18,1,1.847329
40,0,600,18,0,0,56,1,400,38,0,12,0,0,20,0,2.302585
52,0,400,12,0,0,32,0,210,46,0,14,0,0,26,0,1.791759
59,0,440,12,0,0,40,1,300,48,0,12,0,0,30,0,2.014903
56,0,461,18,0,0,55,0,461,52,0,18,0,0,28,0,2.144414
34,0,1923,14,0,0,80,0,400,32,0,16,0,0,10,1,2.302585
49,1,340,15,0,0,40,0,290,43,0,15,0,0,22,0,1.981001
45,0,769,17,0,0,45,1,808,44,0,17,0,0,21,0,3.005683
39,0,175,18,0,0,56,1,350,37,0,16,0,0,15,0,2.169054
49,0,550,15,0,0,40,0,460,47,0,12,0,0,29,0,2.442347
48,0,365,12,0,0,40,1,300,43,0,12,0,0,25,0,2.014903
34,1,600,12,1,0,48,1,47,32,1,13,0,0,13,0,2.058388
49,0,400,7,0,0,40,0,200,48,0,12,0,0,30,0,2.120264
37,1,850,18,0,0,50,0,375,34,0,16,0,0,12,1,3.218876
63,0,550,18,0,0,55,0,100,59,0,16,0,0,37,0,1.832582
45,0,400,12,0,0,40,0,401,40,0,12,0,0,22,0,2.305082
43,0,1093,16,1,0,50,1,904,40,1,16,0,1,18,0,3.11795
43,1,1150,18,1,0,40,1,950,36,1,17,0,1,13,0,3.167583
57,0,1900,17,0,0,60,0,900,49,0,16,0,0,27,0,2.890372
41,0,400,12,0,0,0,1,210,41,0,12,0,0,23,0,1.791759
41,0,400,12,0,0,0,1,210,41,0,12,0,0,23,0,1.791759
35,0,1154,17,0,0,60,1,300,34,0,16,0,0,12,0,1.89712
56,0,696,18,0,0,0,0,692,52,0,18,1,0,28,0,2.850706
52,0,923,18,0,0,40,1,500,46,0,16,0,1,24,0,2.525729
50,0,600,16,0,0,40,0,600,45,0,12,0,0,27,0,2.70805
41,0,600,12,0,0,40,0,193,41,0,11,0,0,24,0,1.679171
36,0,414,12,0,0,64,1,85,35,0,11,0,0,18,0,1.264597
28,0,500,16,0,0,48,0,530,27,0,16,0,0,5,0,2.583997
21,0,170,14,0,0,40,0,188,23,0,16,0,0,1,0,1.547562
54,0,538,10,0,0,40,0,280,50,0,12,0,0,32,0,1.94591
54,1,568,12,0,0,40,0,434,48,0,12,0,0,30,0,2.384165
27,0,567,10,0,0,50,0,274,30,0,10,0,0,14,1,1.924249
45,0,700,12,0,0,40,0,500,45,0,12,0,0,27,0,2.525729
27,0,460,12,0,0,40,0,397,22,0,12,0,0,4,0,2.295057
56,0,395,15,0,1,40,1,375,53,0,15,1,1,32,0,2.238047
42,0,1200,17,0,0,40,1,700,42,0,17,0,0,19,0,2.862201
51,0,698,18,0,0,50,1,698,50,0,18,0,0,26,0,2.636196
66,1,700,18,0,0,40,0,600,53,0,18,0,1,29,0,2.70805
44,0,400,13,0,0,40,1,300,43,0,14,0,0,23,0,2.014903
34,0,680,12,1,0,56,1,294,32,1,14,0,0,12,0,2.128232
42,0,1500,18,0,0,65,0,529,40,0,16,0,0,18,0,2.582109
39,0,1200,16,0,0,40,0,500,36,0,18,0,0,12,1,3.036554
45,0,570,10,1,0,38,1,890,42,1,12,0,0,24,0,3.102342
29,1,440,15,0,0,40,1,700,31,0,16,0,0,9,0,2.862201
42,0,823,18,0,0,80,1,210,39,0,12,0,0,21,0,1.658228
24,0,680,14,0,0,40,0,640,28,0,14,0,0,8,0,2.772589
29,0,175,8,0,0,43,1,170,34,0,11,0,0,17,0,1.446919
38,0,460,16,0,0,60,0,423,38,0,16,0,0,16,1,2.358493
46,1,680,12,0,0,40,1,64,35,0,12,0,0,17,0,1.673976
67,0,40,7,0,0,10,0,100,57,0,14,0,0,37,0,0.867501
43,0,550,16,0,0,24,1,260,37,0,14,0,0,17,0,1.871802
69,0,155,8,0,0,16,0,220,56,0,12,0,0,38,0,1.704748
44,0,1000,14,0,0,65,1,577,40,0,18,0,0,16,0,2.802494
36,0,350,13,0,0,44,0,320,33,0,12,0,0,15,1,2.079442
29,0,320,12,0,0,40,0,256,29,0,12,0,1,11,1,1.856298
48,0,400,12,0,0,40,1,400,45,0,16,0,1,23,0,2.302585
34,1,480,13,0,0,40,0,51,33,0,12,0,0,15,1,1.223776
62,0,360,15,0,0,40,0,625,58,0,14,0,0,38,0,2.748872
47,0,960,16,0,0,50,1,163,46,0,12,0,0,28,0,1.538402
43,0,475,16,0,0,55,1,560,40,0,11,0,0,23,0,2.639057
47,0,800,18,0,0,45,1,100,46,0,16,0,0,24,0,1.203973
26,0,273,12,0,0,40,0,260,27,0,12,0,0,9,1,1.871802
40,1,650,12,0,0,70,1,160,36,0,12,0,0,18,0,2.079442
38,1,481,15,0,0,12,1,65,38,0,12,0,0,20,0,1.53533
36,0,1200,14,0,1,40,0,100,40,0,16,1,0,18,1,1.560648
38,1,500,16,0,0,50,0,100,39,0,15,0,0,18,1,2.302585
43,0,800,18,0,0,40,1,575,39,0,16,0,1,17,0,2.665491
39,0,800,14,0,0,48,0,130,39,0,14,0,0,19,0,1.977163
37,0,600,12,0,0,40,0,30,35,0,12,0,0,17,1,1.791759
58,0,600,13,0,0,40,0,625,57,0,16,1,0,35,0,2.748872
37,0,450,15,0,0,45,1,190,49,0,10,0,0,33,0,1.558145
28,1,365,12,0,0,32,0,163,29,0,12,0,0,11,1,1.874874
42,1,325,13,0,0,50,1,515,38,0,12,0,1,20,0,2.555287
47,0,500,12,0,0,58,1,175,45,0,12,0,0,27,0,1.609438
59,0,800,11,0,0,40,0,180,56,0,12,0,0,38,0,1.727221
32,0,1700,12,0,0,55,0,75,32,0,12,0,0,14,1,1.609438
48,1,520,12,0,0,40,0,415,42,0,12,0,0,24,0,2.339399
41,0,432,12,0,0,8,1,280,39,0,12,0,0,21,0,1.94591
48,1,432,12,0,0,48,1,256,36,0,11,0,0,19,0,1.738515
26,1,420,12,0,0,40,0,280,19,0,12,0,0,1,0,1.94591
47,0,800,12,0,0,44,1,452,41,0,12,0,1,23,0,2.424803
55,0,833,15,0,0,40,0,275,54,0,12,0,0,36,0,2.151035
29,0,700,16,0,0,50,0,44,29,0,16,1,0,7,1,2.397895
47,0,1200,14,0,0,40,1,680,46,0,11,1,1,29,0,2.833213
30,0,800,16,0,0,40,0,450,32,0,13,0,0,13,0,2.420368
38,1,560,11,0,0,40,0,43,29,0,12,0,0,11,1,1.681759
48,0,667,12,0,0,40,0,375,47,0,12,0,0,29,0,2.238047
34,0,587,16,0,0,46,1,403,38,0,18,0,0,14,0,2.310057
30,0,600,18,0,0,45,0,100,30,0,16,0,0,8,1,1.609438
46,0,220,12,0,0,60,0,320,48,0,12,0,1,30,0,2.079442
40,1,750,12,0,0,45,0,180,32,0,12,0,0,14,1,2.014903
40,0,800,18,0,0,32,0,600,38,0,16,0,0,16,1,2.590267
32,0,403,16,0,0,35,0,342,28,0,16,0,0,6,1,2.145931
46,0,190,8,0,0,32,1,180,46,0,16,0,0,24,0,1.504077
31,0,440,12,0,0,40,0,350,30,0,13,0,0,11,0,2.169054
41,0,280,12,0,0,45,0,300,32,0,12,0,1,14,1,2.014903
43,1,400,12,0,0,40,1,342,43,0,12,0,1,25,0,1.96361
44,0,900,15,0,0,40,1,400,35,0,12,0,0,17,0,2.302585
55,0,288,12,0,0,36,0,240,52,0,12,0,0,34,0,2.261763
26,0,612,16,0,0,40,0,625,25,0,16,0,0,3,0,2.631089
30,0,400,12,0,0,40,0,300,30,0,14,0,0,10,1,2.238047
38,1,575,16,0,0,40,1,575,39,0,16,0,1,17,0,2.665491
52,1,360,14,1,0,40,1,440,52,1,14,0,0,32,0,2.397895
30,0,600,16,0,0,50,0,575,29,0,16,0,0,7,1,2.665491
41,0,450,16,0,0,40,0,392,40,0,16,0,1,18,0,2.282382
35,0,400,12,0,0,40,0,378,34,0,12,0,0,16,1,2.063693
24,0,366,16,0,0,43,0,326,24,0,16,0,0,2,0,2.098018
44,1,540,12,0,0,40,1,360,41,0,14,0,1,21,0,2.197225
45,1,700,13,0,0,41,1,40,42,0,12,0,0,24,0,0.693147
41,0,520,12,0,0,40,1,346,36,0,12,0,0,18,0,2.157559
53,0,800,12,0,0,65,0,300,53,0,12,0,0,35,0,2.014903
53,1,520,12,0,0,40,0,360,51,0,11,0,1,34,0,2.197225
43,0,711,18,0,0,55,0,415,43,0,12,0,0,25,0,2.221616
26,0,298,12,0,0,40,0,200,24,0,16,0,1,2,1,1.609438
48,0,481,12,0,0,40,0,100,46,0,12,0,0,28,1,2.120264
25,0,440,16,0,0,55,0,105,26,0,14,0,0,6,1,1.94591
31,1,700,13,0,0,40,0,600,39,0,14,0,1,19,0,2.525729
39,0,600,12,0,0,45,1,500,39,0,13,0,0,20,0,2.525729
34,0,315,16,0,0,60,0,420,28,0,13,0,0,9,0,2.351375
27,0,414,12,0,0,40,0,287,27,0,12,0,0,9,1,1.970603
39,0,837,17,0,0,38,1,216,36,0,14,0,0,16,0,2.197225
60,0,30,9,0,0,0,0,500,46,0,12,0,0,28,0,2.525729
39,0,300,12,0,0,60,1,180,42,0,12,0,0,24,0,2.014903
44,0,500,13,0,0,40,1,300,41,0,12,0,0,23,0,2.014903
39,0,725,12,0,0,55,1,293,42,0,15,0,0,21,0,1.991293
59,1,550,11,0,0,40,0,192,58,0,12,0,0,40,0,2.079442
42,1,425,18,0,0,40,1,120,35,0,12,0,0,17,0,1.455287
48,1,480,14,1,0,40,1,200,45,1,12,0,0,27,0,1.609438
31,1,440,14,1,0,40,0,330,24,1,13,0,1,5,1,2.397895
48,1,640,10,0,0,40,0,170,50,0,13,0,0,31,0,1.329136
47,0,420,12,0,0,50,0,1000,47,0,12,0,0,29,0,2.631089
30,0,520,12,1,0,40,1,300,30,1,12,0,0,12,0,1.832582
38,0,375,12,0,0,53,1,218,32,0,11,0,0,15,0,2.165619
27,0,440,12,0,0,40,0,320,27,0,12,0,0,9,1,2.079442
44,1,650,14,0,0,48,0,340,30,0,16,0,1,8,0,2.140066
42,0,200,12,0,0,55,1,238,39,0,12,0,1,21,0,1.916923
23,0,750,16,0,0,40,0,400,25,0,14,0,0,5,0,2.302585
33,0,425,12,0,0,40,1,450,32,0,12,0,0,14,0,2.420368
45,0,122,13,0,0,27,0,585,41,0,14,0,0,21,0,2.277267
31,0,220,8,0,0,32,0,480,39,0,16,0,0,17,1,2.70805
40,0,840,16,0,0,40,0,218,28,0,8,0,0,14,1,1.695616
38,0,480,12,0,0,48,1,294,35,0,12,0,0,17,0,1.9947
29,1,475,16,0,0,38,0,750,26,0,16,0,1,4,1,2.70805
49,1,200,10,0,0,0,1,200,49,0,10,0,1,33,0,2.120264
41,0,360,12,0,0,40,1,289,38,0,12,0,0,20,0,1.977547
37,1,559,16,0,0,40,1,900,39,0,16,0,1,17,0,3.113515
43,1,720,12,0,0,39,1,35,44,0,12,0,0,26,0,1.94591
37,1,900,16,0,0,45,0,480,38,0,13,0,0,19,1,2.484907
33,0,372,16,0,0,32,0,150,30,0,13,0,0,11,1,1.791759
47,0,1000,14,0,0,40,1,1120,44,0,14,0,1,24,0,3.332205
30,0,900,16,0,0,40,0,800,31,0,16,0,0,9,0,2.995732
30,0,700,16,1,0,40,0,800,31,1,18,0,0,7,0,2.995732
31,0,525,16,0,0,50,1,290,42,0,13,0,0,23,0,1.981001
46,1,1384,16,0,0,50,0,692,46,0,18,0,1,22,0,2.850706
32,1,525,16,0,0,45,0,180,32,0,13,0,0,13,1,2.5539
39,0,368,13,0,0,40,0,250,43,0,12,0,0,25,0,2.302585
45,1,376,12,0,0,40,1,76,42,0,12,0,0,24,0,2.028148
34,0,1000,16,0,0,40,0,250,26,0,13,0,0,7,1,2.302585
39,0,240,15,1,0,32,1,520,30,1,12,0,0,12,0,2.564949
36,0,800,12,0,0,40,0,270,31,0,12,0,0,13,1,1.909543
28,0,220,12,0,0,40,0,200,28,0,12,0,0,10,0,1.609438
40,1,714,12,0,0,50,1,85,41,0,12,0,0,23,0,1.398129
42,1,175,12,1,0,0,1,180,37,1,14,0,1,17,0,1.637609
48,1,821,18,0,0,60,0,770,45,0,18,0,0,21,0,2.839728
35,0,1096,18,0,0,50,1,384,34,0,17,0,0,11,0,2.395294
26,0,480,12,0,0,40,0,288,25,0,13,0,0,6,1,1.974081
32,0,175,17,0,0,40,0,220,30,0,14,0,0,10,1,1.704748
45,0,200,13,0,0,60,1,125,39,0,12,0,0,21,0,1.139434
24,0,540,14,0,0,72,0,325,23,0,14,0,0,3,0,2.094946
56,0,1067,14,0,0,40,0,1100,52,0,18,0,0,28,0,3.314186
33,0,400,14,0,0,44,0,350,27,0,17,0,1,4,0,2.051271
45,1,750,17,0,0,40,1,750,46,0,17,0,1,23,0,2.931194
30,0,500,12,0,0,40,0,158,28,0,12,0,0,10,1,1.661398
47,0,590,18,0,0,40,1,600,44,0,18,0,1,20,0,2.70805
36,1,600,14,0,0,40,1,176,32,0,14,0,0,12,0,1.769287
46,0,1150,16,0,0,44,1,220,47,0,14,0,0,27,0,1.704748
33,0,720,13,0,0,40,1,800,42,0,16,0,0,20,0,2.995732
48,1,624,12,0,0,58,1,403,47,0,12,0,0,29,0,2.310057
27,0,250,10,0,0,30,0,200,23,0,12,0,0,5,0,1.609438
29,0,682,16,0,0,40,0,350,30,0,16,0,0,8,0,2.169054
38,1,1923,16,0,0,50,1,560,37,0,14,0,0,17,0,2.415914
58,0,846,14,0,0,40,0,160,57,0,12,0,0,39,0,2.030651
43,0,961,18,0,0,40,1,577,41,0,13,0,0,22,0,2.668963
28,0,1923,16,0,0,60,0,615,27,0,16,0,0,5,0,2.732743
48,0,715,12,0,0,40,1,515,39,0,18,0,1,15,0,2.332144
20,0,280,11,0,0,40,0,210,19,0,10,0,0,3,1,1.94591
35,1,700,17,0,0,40,0,700,34,0,17,0,1,11,1,2.862201
55,1,650,2,1,0,40,1,250,53,1,16,0,0,31,0,1.832582
