"husage","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","kidlt6","hrwage"
23,280,12,0,0,40,0,306,24,0,12,0,0,1,7.65
27,535,12,0,0,50,0,330,24,0,12,0,0,1,6.6
37,350,16,0,0,55,1,203,38,0,12,0,0,0,7.25
24,416,11,0,0,48,0,161,26,0,12,0,0,0,4.6
31,450,12,1,0,46,1,360,27,1,12,0,0,0,8
25,320,16,0,0,42,0,340,24,0,16,0,0,0,8.5
33,350,12,0,0,45,0,130,30,0,12,0,0,1,4.333333
36,700,13,0,0,40,0,300,37,0,12,0,0,1,7.5
47,640,12,0,0,41,1,121,47,0,12,0,0,0,4.033333
40,850,12,0,0,55,1,180,34,0,12,0,0,0,8.571428
38,300,12,0,0,46,1,220,35,0,10,0,0,0,5.5
36,432,12,0,0,42,0,750,37,0,12,0,0,0,18.75
57,740,16,0,0,40,0,200,48,0,12,0,0,0,5
37,878,16,0,0,45,0,200,33,0,14,0,0,1,10
60,600,9,0,0,24,0,182,51,0,10,0,0,0,5.2
45,370,12,0,0,38,1,400,43,0,12,0,0,0,10
44,400,12,0,0,40,1,204,42,0,11,0,0,0,8.5
36,360,16,0,0,40,1,300,34,0,14,0,0,0,7.5
55,1100,14,0,0,60,0,775,55,0,12,0,0,0,19.375
43,400,12,0,0,32,0,350,50,0,13,0,0,0,8.75
42,800,13,0,0,36,1,300,39,0,15,0,0,0,5
52,260,12,0,0,40,1,284,40,0,12,0,0,0,7.1
29,600,12,0,0,52,1,600,32,0,12,0,1,0,15
37,495,15,0,1,48,0,146,36,0,12,0,0,1,4.5625
39,286,12,0,0,40,0,440,35,0,12,0,0,0,11
42,480,12,1,0,40,1,436,40,1,12,0,1,0,10.9
54,900,12,0,0,43,0,500,55,0,12,0,0,0,12.5
42,950,18,0,0,40,0,350,36,0,18,0,0,1,17.5
51,900,18,1,0,40,0,668,43,0,18,0,0,0,16.7
58,637,9,0,0,40,0,237,59,0,12,0,0,0,5.925
53,800,18,0,0,40,0,500,53,0,18,0,0,0,12.5
43,280,12,0,0,40,0,152,53,0,8,0,1,0,3.8
43,725,10,0,0,47,1,300,42,0,15,0,0,0,12.5
45,316,12,1,0,60,0,308,42,1,12,0,0,0,7.7
36,563,15,0,0,40,0,1125,31,0,12,0,0,0,28.125
49,372,12,0,0,40,0,288,48,0,12,0,0,0,7.2
41,1250,17,0,0,40,1,950,39,0,13,0,0,0,23.75
42,400,12,1,0,48,1,340,36,1,13,0,0,0,8.5
48,200,15,0,0,30,0,114,43,0,13,0,1,0,5.7
43,360,15,0,0,40,1,600,42,0,18,0,0,0,12.5
41,1000,18,0,0,40,1,260,27,0,12,0,0,0,5.777778
48,900,17,0,0,60,1,450,50,0,15,0,0,0,9
46,1200,16,0,0,40,1,654,40,0,16,0,0,0,14.53333
53,344,12,0,0,40,0,175,49,0,12,0,0,0,8.333333
43,518,16,0,0,40,1,423,43,0,14,0,0,0,9.4
39,593,12,0,0,51,1,96,38,0,14,0,0,0,4.571429
49,550,12,0,0,40,0,320,47,0,12,0,0,1,8
45,600,12,0,0,56,0,320,42,0,12,0,0,0,8
32,600,18,0,0,45,0,600,29,0,18,0,0,0,12
42,400,12,0,0,40,0,640,43,0,12,0,0,0,16
27,470,14,0,1,40,0,400,24,0,12,1,0,1,10
35,500,12,0,0,40,1,350,35,0,12,0,0,0,8.75
30,512,16,0,0,45,0,400,26,0,16,0,0,1,10
55,460,13,0,0,60,0,292,44,0,12,0,0,0,7.3
53,340,12,0,0,47,0,198,50,0,12,0,0,0,4.95
40,690,14,0,0,43,1,765,37,0,14,0,0,0,19.125
27,400,12,0,0,55,0,350,29,0,12,0,0,1,8.75
50,210,18,0,0,60,0,1000,47,0,18,0,0,0,22.22222
61,360,12,0,0,30,0,240,51,0,10,0,1,0,6
29,488,13,1,0,50,0,309,26,1,16,0,0,1,7.725
45,280,12,0,0,48,0,385,46,0,9,0,1,0,9.625
34,450,12,0,0,60,0,495,30,0,12,0,0,0,11
21,280,10,0,0,40,0,270,20,0,12,0,0,0,6.75
37,280,12,1,0,32,1,170,37,1,12,0,0,0,5.3125
38,350,16,0,0,50,0,210,29,0,16,0,0,1,6
44,510,12,0,0,48,1,260,43,0,12,0,0,0,6.5
28,178,9,0,0,24,0,250,28,0,12,0,0,1,6.25
57,300,12,0,0,40,0,195,56,0,12,0,1,0,4.875
50,560,12,0,0,40,1,347,47,0,12,0,1,0,8.675
38,442,15,0,0,40,1,438,41,0,14,0,0,0,10.95
30,600,14,0,0,40,0,360,30,0,12,0,0,1,17.14286
29,366,12,1,0,60,0,290,26,1,14,0,1,1,7.25
32,800,16,0,0,40,1,800,31,0,16,0,0,0,20
37,280,18,0,0,50,0,390,37,0,18,0,0,0,8.666667
46,875,16,0,0,50,0,550,46,0,16,0,0,0,11
40,528,10,0,0,48,0,320,40,0,10,0,1,0,8
55,400,12,0,0,35,0,280,50,0,12,0,1,0,8
29,700,12,0,0,40,0,300,25,0,16,0,0,0,7.5
39,1346,16,0,0,50,0,372,39,0,15,0,0,0,8.266666
37,529,15,0,0,30,0,175,28,0,12,0,0,0,7
44,328,18,0,0,40,0,400,34,0,13,0,0,1,11.11111
38,800,16,0,0,50,1,640,37,0,18,0,0,0,14.22222
27,400,12,1,0,40,1,280,27,1,12,0,0,0,7
38,1923,17,0,0,45,0,300,37,0,16,0,0,0,6.666667
54,100,13,0,0,24,0,286,50,0,13,0,0,0,7.15
52,1100,18,0,0,40,1,692,50,0,18,0,0,0,19.77143
41,680,14,1,0,40,1,258,42,1,14,0,0,0,6.45
28,800,14,0,0,40,0,600,26,0,16,0,0,0,15
26,298,12,0,0,40,0,144,23,0,12,0,0,1,3.6
30,600,13,0,0,35,0,500,27,0,13,0,0,0,14.28571
55,1000,14,0,0,40,0,500,55,0,12,0,0,0,12.5
46,259,14,1,0,28,1,597,44,1,14,0,0,0,17.05714
49,279,12,0,0,55,0,520,48,0,13,0,0,0,13
39,800,16,0,0,60,1,455,36,0,13,0,0,0,9.1
44,692,17,0,0,60,0,962,44,0,17,0,0,0,24.05
50,517,12,0,0,32,0,467,49,0,10,0,1,0,11.675
38,725,16,0,0,40,0,600,35,0,16,0,0,0,12
34,310,12,1,0,40,0,425,32,1,15,0,0,1,10.625
57,500,12,0,0,40,0,220,56,0,14,0,0,0,6.875
35,400,12,0,0,32,1,268,34,0,13,0,0,0,6.7
29,400,12,0,0,40,0,322,26,0,14,0,0,0,8.05
53,200,18,0,0,40,0,100,52,0,16,0,0,0,5
39,300,12,0,0,40,1,440,39,0,12,0,0,0,11
31,451,10,0,0,46,0,323,45,0,12,0,0,0,7.177778
57,390,12,1,0,40,0,320,55,1,12,0,0,0,8
32,800,16,0,0,55,0,450,27,0,14,0,0,0,11.25
32,1000,16,0,0,40,0,480,35,0,16,0,1,1,15
51,440,12,0,0,40,0,500,46,0,12,0,0,0,11.11111
42,786,12,0,0,40,1,158,40,0,12,0,1,0,5.266667
29,368,12,0,0,30,0,620,30,0,16,0,0,1,15.5
24,400,14,0,0,30,1,294,31,0,13,0,0,0,7.35
29,399,10,0,1,38,0,548,28,0,15,1,0,0,13.7
25,425,13,0,0,38,0,210,23,0,13,0,0,0,5.25
34,768,12,0,0,48,1,260,40,0,12,0,0,0,6.5
28,400,12,0,0,40,0,400,31,0,12,0,1,1,8.888889
26,400,12,0,0,40,0,405,25,0,12,0,1,0,10.125
28,606,14,0,0,40,0,470,27,0,12,0,1,0,11.75
44,447,12,0,0,48,0,264,41,0,12,0,0,0,7.542857
39,750,16,0,0,40,0,255,32,0,12,0,0,1,6.375
38,379,12,0,0,50,0,195,32,0,13,0,0,1,9.75
43,400,16,0,0,40,0,335,38,0,16,0,0,1,8.375
55,750,17,0,0,24,0,336,56,0,16,0,0,0,14
59,500,7,0,0,50,1,126,55,0,10,0,0,0,4.5
43,800,16,0,0,40,0,850,38,0,17,0,0,0,21.25
29,460,16,1,0,38,0,350,29,1,16,0,0,1,8.75
61,900,14,0,0,40,0,210,58,0,15,0,0,0,10.5
54,1442,16,0,0,50,1,425,47,0,18,0,1,0,12.14286
36,615,12,0,0,40,1,807,37,0,12,0,0,0,20.175
43,1000,16,0,0,40,1,130,41,0,12,0,0,0,6.5
44,928,12,0,0,40,1,660,39,0,14,0,1,0,16.5
30,654,12,0,0,40,0,616,26,0,12,0,0,0,17.6
35,397,12,0,0,46,1,413,33,0,12,0,0,0,10.325
31,700,14,0,0,60,0,150,23,0,14,0,0,1,3.75
27,495,12,0,0,40,0,200,24,0,12,0,0,0,5
42,368,13,1,0,40,0,415,44,1,18,0,1,0,10.375
44,360,12,0,0,40,1,240,39,0,12,0,0,0,6
41,400,12,0,0,62,1,280,30,0,14,0,0,0,7
54,300,13,1,0,40,0,122,59,1,14,0,0,0,4.066667
36,460,12,0,0,40,1,128,35,0,12,0,0,0,5.333333
30,400,10,0,0,40,0,100,28,0,12,0,0,1,5
47,560,16,0,0,42,0,600,43,0,16,0,0,0,13.33333
46,1100,12,0,0,30,0,312,44,0,12,0,0,1,13
29,356,12,0,1,40,0,340,29,0,12,1,0,1,8.5
42,1000,16,0,0,55,0,635,44,0,17,0,0,0,15.875
46,350,16,0,0,40,0,425,43,0,12,0,0,0,10.625
33,520,16,0,0,40,0,264,33,0,16,0,0,1,5.5
42,720,14,0,0,40,0,400,41,0,14,0,0,0,10
45,400,18,0,0,40,1,656,45,0,18,0,0,0,16.4
27,550,10,0,0,44,0,371,25,0,12,0,0,1,9.275
31,250,12,0,0,40,0,246,31,0,18,0,0,0,7.028572
49,400,8,0,0,40,0,336,52,0,12,0,0,0,8.4
33,284,13,0,0,38,0,301,32,0,12,0,1,1,12.04
27,700,17,0,0,40,0,100,29,0,12,0,0,0,5
57,588,16,0,0,40,0,230,54,0,16,0,0,0,5.75
29,349,15,1,0,60,0,700,32,1,16,0,0,1,17.5
37,450,12,1,0,60,1,360,39,1,12,0,0,0,9
30,608,12,0,0,45,0,247,28,0,12,0,0,1,6.175
38,440,12,0,0,42,1,125,39,0,14,0,0,0,5
39,820,16,1,0,40,0,1000,43,1,16,0,0,1,25
57,1500,16,0,1,64,0,1100,51,0,16,0,0,0,27.5
34,810,12,0,0,60,0,480,32,0,12,0,0,1,12
46,734,12,0,0,43,1,945,43,0,13,0,0,0,21
35,440,12,1,0,40,0,328,31,1,14,0,0,1,8.2
45,528,10,0,0,40,1,266,45,0,6,0,0,0,6.65
35,500,12,0,0,40,0,300,41,0,15,0,0,0,7.5
49,800,12,0,0,40,0,260,48,0,12,0,0,0,6.5
24,310,12,0,0,30,0,300,23,0,12,0,0,1,7.5
27,600,15,0,0,40,0,410,26,0,15,0,0,1,10.25
29,1000,12,0,0,44,0,550,29,0,13,0,0,0,12.22222
22,800,9,0,0,50,0,700,30,0,12,0,0,0,14
42,575,13,0,0,40,1,156,34,0,15,0,0,0,6.24
34,335,8,0,1,42,0,335,32,0,6,1,1,1,8.375
30,750,15,0,0,56,0,535,31,0,13,0,0,1,13.375
40,388,12,0,0,40,0,484,41,0,12,0,0,0,12.1
45,363,12,0,0,40,1,581,43,0,13,0,0,0,14.525
54,650,15,0,0,35,0,138,54,0,15,0,0,0,4.928571
40,700,18,0,0,40,0,680,39,0,18,0,1,1,17
53,250,12,0,0,40,0,250,49,0,12,0,0,0,6.25
34,531,12,0,0,35,1,420,41,0,16,0,0,0,13.125
33,105,13,0,0,20,0,397,31,0,12,0,0,0,9.925
41,1759,16,1,0,48,1,300,41,1,16,0,0,0,7.5
50,326,12,0,0,40,0,298,49,0,12,0,1,0,8.514286
50,630,12,0,0,45,0,400,47,0,12,0,0,0,12.5
46,350,12,0,0,40,0,338,45,0,13,0,0,0,8.45
47,420,12,0,0,40,0,150,48,0,12,0,0,0,4.285714
39,757,12,0,0,37,1,158,40,0,13,0,0,0,5.266667
28,380,12,0,0,30,0,400,27,0,14,0,0,0,10
49,680,12,0,0,40,1,600,46,0,16,0,0,0,15
57,800,18,0,0,40,0,500,53,0,16,0,0,0,12.5
41,1008,18,0,0,60,1,449,35,0,14,0,0,0,11.225
45,577,16,0,0,40,1,190,45,0,12,0,0,0,5.428571
52,890,10,0,0,32,0,276,50,0,12,0,0,0,7.885714
30,600,16,0,0,55,0,360,29,0,16,0,0,1,7.2
36,400,12,0,0,30,0,280,27,0,12,0,0,0,7
44,850,12,0,0,50,1,380,43,0,12,0,0,0,10.85714
59,350,12,1,0,40,0,450,49,1,12,0,0,0,12.85714
35,380,11,0,1,40,1,260,44,0,12,1,0,0,6.5
37,800,16,0,0,65,0,611,38,0,16,0,1,1,15.275
29,603,12,0,0,40,0,600,22,0,12,0,0,0,15
32,456,14,0,0,48,0,320,31,0,12,0,0,1,8
37,800,12,0,0,48,0,550,28,0,14,0,0,1,13.75
39,1165,18,0,0,65,1,576,34,0,12,0,0,0,23.04
33,1080,13,0,0,24,0,543,31,0,12,0,0,1,12.92857
24,316,12,0,0,40,0,358,31,0,13,0,0,1,8.95
32,825,16,0,0,40,0,850,32,0,16,0,1,1,18.88889
39,1200,15,0,0,60,0,440,41,0,14,0,0,1,22
41,244,14,0,1,60,0,433,34,0,16,1,1,1,12.37143
28,830,12,0,0,58,0,520,28,0,12,0,0,1,13
36,590,16,0,0,32,0,559,35,0,16,0,0,0,13.975
43,563,13,0,0,40,1,200,42,0,14,0,0,0,5
34,500,12,0,0,60,1,250,39,0,12,0,0,0,6.25
49,1000,18,0,0,40,0,400,48,0,14,0,0,0,10
55,557,10,0,0,40,0,264,46,0,12,0,0,0,6.6
31,750,12,0,1,48,0,750,30,0,15,0,0,1,20.83333
52,1000,17,0,0,50,1,700,51,0,17,0,1,0,21.875
27,360,11,0,0,40,0,203,28,0,12,0,0,1,5.638889
37,800,14,0,0,40,1,350,35,0,12,0,0,0,7.291667
32,765,12,0,0,55,0,650,32,0,12,0,0,0,18.57143
36,210,12,0,0,31,1,135,37,0,10,0,0,0,4.5
42,550,12,0,1,40,0,250,37,0,10,1,0,0,6.25
38,500,12,0,1,45,0,380,31,0,12,0,0,1,9.5
28,500,14,0,0,40,0,350,27,0,16,0,1,0,7.777778
51,720,13,0,0,40,0,90,48,0,13,0,0,1,4.5
34,360,12,0,0,40,1,171,34,0,15,0,0,0,5.34375
33,940,16,0,0,55,1,110,33,0,13,0,0,0,4.583333
43,500,13,0,0,40,1,200,38,0,12,0,0,0,5
43,250,16,0,0,40,1,120,40,0,16,0,0,0,4.285714
35,425,11,0,0,40,1,400,30,0,12,0,0,0,10
49,1212,13,0,0,50,0,418,49,0,12,0,0,0,10.45
50,533,12,0,0,40,0,800,49,0,14,0,0,0,30.76923
49,1100,13,0,0,47,0,600,44,0,13,0,1,0,15
48,500,12,0,0,60,1,85,33,0,13,0,0,0,3.4
37,460,12,0,0,40,1,294,35,0,13,0,0,0,6.533333
38,308,12,0,0,32,0,378,42,0,15,0,1,1,9.45
49,700,18,0,0,40,0,350,40,0,12,0,1,0,8.75
49,900,13,0,0,40,0,280,57,0,12,0,0,0,7
44,584,14,0,0,40,1,750,41,0,12,0,0,0,18.75
36,1000,18,0,0,40,1,450,37,0,18,0,1,0,11.25
62,644,18,0,0,40,0,368,53,0,12,0,0,0,9.2
30,870,12,0,0,40,0,525,28,0,15,0,0,1,14.58333
44,500,18,0,0,60,1,535,40,0,18,0,0,0,11.88889
32,370,12,0,0,45,0,423,30,0,12,0,0,1,10.575
34,900,18,0,0,40,1,800,34,0,18,0,0,0,13.33333
52,692,14,0,0,40,0,650,53,0,12,0,0,0,16.25
38,353,12,0,0,50,1,210,44,0,9,0,0,0,5.25
38,1035,13,0,0,50,1,380,35,0,12,0,0,0,9.5
50,687,12,0,0,40,0,401,39,0,12,0,1,0,10.025
41,450,12,1,0,24,1,160,41,1,9,0,0,0,4
35,400,12,0,0,60,1,210,34,0,12,0,0,0,8.75
48,560,9,0,1,40,0,152,45,0,9,1,1,0,4.342857
56,330,7,0,0,40,1,160,36,0,12,0,0,0,5.714286
38,504,12,1,0,42,1,300,37,1,16,0,1,0,7.5
40,500,12,0,0,40,0,85,38,0,12,0,0,1,3.541667
46,903,16,0,0,50,0,232,45,0,12,0,0,0,6.628572
45,461,12,0,0,40,0,730,43,0,17,0,1,0,18.25
42,655,13,0,1,50,1,190,43,0,13,1,0,0,9.5
23,425,12,0,0,32,0,226,25,0,12,0,0,1,5.65
48,800,10,0,0,50,1,475,40,0,12,0,0,0,10.55556
25,520,12,0,0,40,0,540,27,0,12,0,0,0,21.6
35,360,16,0,0,40,0,420,27,0,16,0,0,0,10.5
39,1045,12,0,0,50,0,595,36,0,14,0,0,0,14.875
34,480,15,0,0,40,1,320,29,0,12,0,0,0,8
40,646,14,0,0,39,1,191,38,0,13,0,0,0,6.366667
27,419,12,0,0,36,0,168,26,0,12,0,0,1,4.2
44,611,12,0,0,52,1,340,35,0,14,0,0,0,8.5
46,690,17,1,0,40,0,730,37,1,16,0,0,0,18.25
57,450,12,0,0,43,0,503,53,0,12,0,0,0,12.575
49,600,12,0,0,40,0,485,51,0,12,0,0,0,12.125
40,620,18,0,0,60,0,500,37,0,14,0,0,0,14.28571
23,375,14,0,0,45,0,275,22,0,13,0,0,0,6.875
43,600,11,1,0,40,1,450,42,1,12,0,1,0,11.25
61,150,13,0,0,25,0,191,52,0,12,0,0,0,6.366667
36,154,18,0,0,45,0,420,43,0,13,0,0,0,10.5
44,1000,16,0,0,50,1,560,43,0,16,0,0,0,14
55,315,15,0,0,50,0,283,54,0,12,0,0,0,5.053571
42,700,18,0,0,38,0,558,39,0,16,0,0,1,13.95
44,700,16,0,0,45,1,250,37,0,16,0,0,0,7.142857
42,500,15,0,0,65,1,225,37,0,12,0,0,0,7.03125
43,500,16,0,0,40,1,211,42,0,12,0,0,0,8.791667
41,1250,16,0,1,40,0,850,35,0,16,0,0,1,21.25
40,552,12,0,0,48,1,225,35,0,12,0,0,0,5.625
56,720,12,0,0,40,0,284,51,0,12,0,0,0,7.1
33,960,16,0,0,50,0,327,27,0,14,0,0,0,8.175
58,750,18,0,0,40,0,325,55,0,18,0,0,0,8.125
43,425,12,0,0,40,1,410,41,0,13,0,0,0,10.25
55,1923,15,0,0,52,0,500,56,0,13,0,0,0,14.28571
51,470,14,0,0,40,0,440,44,0,13,0,0,0,11
36,900,16,0,0,60,1,360,35,0,16,0,1,0,13.33333
43,100,14,0,1,20,0,600,45,0,18,0,1,0,24
43,385,16,0,0,40,1,543,40,0,18,0,0,0,13.575
30,500,16,1,0,48,0,248,28,1,15,0,0,1,6.2
59,461,12,0,0,40,0,229,53,0,12,0,0,0,6.542857
46,1150,18,0,0,35,1,600,43,0,18,0,1,0,24
41,513,13,0,0,50,1,546,41,0,12,0,0,0,13.65
33,800,16,0,0,40,0,900,27,0,16,0,0,0,18
40,400,17,0,0,40,0,500,37,0,18,0,1,1,12.5
38,393,12,0,0,40,0,130,29,0,12,0,0,1,3.25
34,500,12,0,0,50,0,240,32,0,14,0,0,1,8.571428
30,680,12,0,0,35,0,350,32,0,12,0,0,0,8.75
31,1923,18,0,0,40,0,865,36,0,16,0,0,1,24.71428
51,700,18,0,0,60,0,475,52,0,12,0,1,0,11.875
33,700,17,1,0,40,0,480,33,1,16,0,0,0,10.66667
49,1154,18,0,0,40,1,284,42,0,12,0,0,0,7.1
45,600,12,0,0,55,1,312,39,0,12,0,0,0,7.8
27,320,12,0,0,40,0,356,38,0,12,0,0,0,8.9
45,400,12,0,0,40,1,256,42,0,12,0,1,0,9.142858
52,907,14,0,0,40,1,1000,50,0,12,0,0,0,25
32,430,12,0,0,40,0,356,33,0,14,0,1,1,8.9
32,430,12,0,0,40,0,356,33,0,14,0,1,1,8.9
39,615,12,0,0,60,1,150,30,0,12,0,0,0,6
32,190,12,0,0,40,0,240,32,0,12,0,0,1,6
28,750,16,0,0,40,0,225,27,0,16,0,0,1,9.375
37,360,12,0,0,40,0,288,30,0,14,0,0,0,7.2
27,476,12,0,0,40,0,240,27,0,12,0,0,0,6
49,88,9,0,1,40,1,395,34,0,12,0,0,0,9.875
55,360,12,0,0,40,1,612,45,0,12,0,0,0,15.3
33,400,16,0,0,40,1,300,30,0,14,0,0,0,7.5
35,597,13,0,0,45,1,420,32,0,12,0,1,0,10.5
24,500,13,0,0,40,0,184,28,0,12,0,0,1,4.6
38,450,18,1,0,40,0,200,30,1,15,0,0,1,5
33,1200,12,0,0,58,1,220,31,0,15,0,0,0,5.5
43,400,18,0,0,40,1,400,47,0,16,0,1,0,10
29,325,16,0,0,40,0,450,27,0,16,0,0,0,11.25
31,372,12,0,0,48,0,275,25,0,14,0,0,1,7.857143
31,602,12,0,0,54,1,304,33,0,12,0,0,0,6.08
29,540,13,1,0,40,0,200,28,1,12,0,0,0,8
48,706,12,0,0,45,0,385,46,0,12,0,0,0,8.555555
49,890,12,0,0,60,0,100,48,0,12,0,1,0,5
38,400,14,0,0,40,1,250,38,0,14,0,0,0,6.25
36,456,13,0,0,52,1,160,35,0,12,0,1,0,8
29,515,14,0,0,55,0,250,29,0,14,0,0,0,6.25
28,420,16,0,0,50,0,175,23,0,15,0,0,1,5
56,750,17,0,0,40,0,275,54,0,16,0,0,0,6.875
31,500,16,0,0,66,0,600,32,0,16,0,0,0,15
51,640,12,0,0,40,0,228,50,0,12,0,0,0,9.12
33,520,12,0,0,40,1,200,42,0,12,0,0,0,5
38,1000,18,0,0,50,0,1000,31,0,18,0,0,0,20
39,443,11,0,0,40,0,443,38,0,12,0,1,1,11.075
45,680,16,1,0,40,1,520,49,1,14,0,1,0,13
34,600,12,0,0,40,0,175,31,0,12,0,0,1,7
55,800,18,0,0,50,1,125,39,0,17,0,0,0,3.125
45,617,12,0,0,40,1,400,41,0,14,0,1,0,10
44,558,12,0,0,50,1,250,38,0,12,0,0,0,8.333333
43,865,15,0,0,45,1,654,45,0,18,0,1,0,14.53333
26,400,12,0,0,60,0,200,31,0,12,0,0,0,5.714286
50,320,9,0,0,40,0,450,51,0,12,0,1,0,9
55,329,14,0,0,32,1,720,48,0,18,0,1,0,16
43,999,18,0,0,45,0,1119,44,0,18,0,0,0,24.86667
23,420,12,0,0,58,0,128,20,0,13,0,0,0,4.266667
42,420,13,1,0,50,1,580,42,1,16,0,0,0,14.5
41,320,12,0,0,40,1,360,43,0,12,0,0,0,8
30,650,12,0,0,32,0,470,30,0,12,0,0,1,9.4
39,400,12,0,0,45,1,327,37,0,12,0,0,0,8.175
36,750,16,0,0,60,0,250,36,0,16,0,0,0,6.25
57,850,14,0,0,40,0,250,51,0,12,0,0,0,7.142857
36,428,12,0,0,38,0,600,36,0,12,0,1,0,17.14286
46,923,18,0,0,50,1,350,42,0,14,0,0,0,8.75
55,1000,18,0,0,48,0,350,54,0,12,0,0,0,8.75
41,325,12,0,0,45,1,400,39,0,12,0,0,0,10
28,450,9,0,0,40,0,270,27,0,12,0,0,1,6.75
27,576,18,0,0,40,0,520,26,0,16,0,0,0,13
32,625,16,0,0,48,0,500,30,0,16,0,0,1,12.5
31,605,16,0,0,40,1,605,31,0,14,0,0,0,15.125
41,292,12,0,0,40,1,240,38,0,12,0,0,0,6
47,600,13,0,1,40,1,350,45,0,12,1,0,0,8.75
37,800,14,0,0,60,0,500,29,0,12,0,0,0,12.5
33,439,13,0,0,40,1,131,26,0,15,0,0,0,6.55
27,383,16,0,0,38,0,357,35,0,12,0,0,0,10.2
47,615,12,0,0,50,0,350,41,0,12,0,0,1,8.75
26,359,16,0,0,55,0,609,26,0,14,0,0,0,15.225
42,900,13,0,0,45,1,258,38,0,12,0,0,0,6.45
40,1000,16,0,0,40,1,600,40,0,18,0,0,0,15
43,600,12,0,0,50,0,400,43,0,10,0,0,0,6.060606
38,360,12,1,0,40,1,170,33,1,12,0,0,0,4.25
32,404,18,0,0,40,0,1154,34,0,16,0,0,0,25.64444
26,320,16,0,0,40,0,346,25,0,16,0,0,0,8.65
27,584,12,0,0,40,0,450,25,0,14,0,1,0,11.25
44,350,12,1,0,25,1,184,45,1,12,0,0,0,4.6
55,1024,18,0,0,47,0,410,56,0,12,0,1,0,11.71429
27,360,12,0,0,40,0,300,25,0,17,0,1,0,6.666667
58,450,8,0,0,40,0,182,54,0,12,0,0,0,5.6875
38,400,12,0,0,50,0,445,37,0,17,0,0,1,9.888889
39,480,12,0,0,36,1,300,37,0,12,0,0,0,7.5
29,350,12,0,0,52,0,274,27,0,12,0,0,1,6.85
45,812,14,0,0,33,1,180,43,0,12,0,0,0,6
31,593,16,0,0,48,1,278,39,0,16,0,0,0,8.6875
26,379,12,0,0,48,0,379,26,0,12,0,0,0,9.475
33,481,12,0,0,40,0,493,31,0,12,0,1,1,12.325
45,1000,18,0,0,40,1,230,52,0,13,0,0,0,7.1875
53,480,12,0,0,40,0,340,41,0,18,0,0,0,8.5
39,700,13,0,0,40,1,570,34,0,12,0,0,0,14.25
25,250,16,0,0,55,0,450,25,0,16,0,0,0,11.25
29,678,16,0,0,48,0,313,33,0,13,0,0,1,9.78125
50,680,12,0,0,40,0,420,47,0,14,0,0,0,12
50,245,12,1,0,46,0,218,50,1,12,0,0,0,6.228571
59,856,12,0,0,40,0,880,59,0,12,0,0,0,22
55,800,10,0,0,40,0,192,52,0,12,0,0,0,6.857143
31,462,12,0,0,40,0,261,29,0,9,0,0,1,6.525
47,300,10,1,0,40,0,321,48,1,12,0,0,0,8.025
26,275,16,0,0,40,0,300,24,0,12,0,0,0,7.5
25,560,12,0,0,40,0,400,24,0,12,0,0,0,10
47,500,12,0,1,40,0,500,42,0,13,1,0,1,12.5
30,1000,18,0,0,40,0,800,28,0,16,0,0,0,20
41,750,12,0,0,40,0,550,28,0,12,0,0,0,13.75
39,800,12,0,0,40,1,625,40,0,12,0,0,0,15.625
52,1200,16,0,0,45,0,264,50,0,13,0,0,0,11
33,400,12,0,0,55,0,256,29,0,12,0,0,1,6.4
37,600,12,0,0,40,1,403,34,0,12,0,1,0,11.51429
32,352,12,0,0,40,0,300,32,0,12,0,0,1,7.5
35,300,12,0,0,24,0,283,33,0,12,0,0,0,5.053571
51,1200,16,0,0,45,0,1000,50,0,16,0,1,0,28.57143
41,400,17,0,0,50,0,390,29,0,17,0,1,1,6.5
46,640,10,0,0,40,0,420,44,0,12,0,1,0,10.5
39,437,12,0,0,40,1,584,44,0,12,0,1,0,14.6
41,180,13,0,0,34,1,276,38,0,14,0,0,0,6.9
44,446,12,0,1,40,1,395,48,0,14,1,1,0,9.875
46,388,16,0,0,40,1,640,47,0,16,0,0,0,16
55,615,16,0,0,40,0,350,54,0,16,0,0,0,10
31,1000,17,0,0,40,0,195,59,0,16,0,0,1,6.5
58,600,14,0,0,40,0,1000,30,0,18,0,1,0,41.66667
31,320,12,0,0,50,1,255,30,0,12,0,0,0,6.375
26,650,12,0,0,40,0,125,25,0,12,0,0,1,5
38,700,18,0,0,48,0,590,33,0,14,0,0,1,13.11111
31,430,12,0,0,50,0,400,27,0,16,0,0,1,10
40,865,18,0,0,40,1,255,41,0,16,0,0,0,8.5
29,300,12,0,0,60,0,230,25,0,15,0,0,1,5.75
30,475,12,0,1,62,1,157,32,0,12,1,0,0,3.738095
59,700,12,0,0,40,0,380,59,0,14,0,0,0,8.444445
35,390,12,0,0,40,0,201,28,0,12,0,0,0,5.742857
49,560,12,0,0,40,0,480,48,0,12,0,0,0,12
39,1275,18,0,0,50,1,452,40,0,16,0,0,0,15.06667
35,300,12,0,0,40,1,325,33,0,12,0,0,0,8.125
43,440,13,0,0,40,0,318,32,0,12,0,0,0,7.95
37,750,12,0,0,40,1,200,36,0,12,0,0,0,5.714286
23,425,7,0,0,40,0,158,27,0,12,0,0,1,5.266667
51,810,14,0,0,36,0,453,48,0,16,0,0,0,18.875
